# L=2,N=2,U=1.0000,mu=1.0000,t=1.0000,eta=0.1765,beta=3.0000,tau_slice=1.5000,M=200000
# H_0/t              H_1/t                E/t                  N             
-1.0                 -2.0                 -1.0                 -1.0                 -2.0                
-1.0                 -2.0                 -1.0                 -2.0                 -2.0                
-1.0                 -2.0                 -1.0                 -2.0                 -2.0                
-1.0                 -2.0                 -1.0                 -2.0                 -1.0                
-2.0                 -2.0                 -1.0                 -2.0                 -1.0                
-2.0                 -2.0                 -1.0                 -2.0                 -1.0                
-2.0                 -1.0                 -2.0                 -2.0                 -2.0                
-2.0                 -1.0                 -2.0                 -2.0                 -2.0                
-2.0                 -1.0                 -2.0                 -2.0                 -2.0                
-2.0                 -1.0                 -2.0                 -2.0                 -2.0                
-2.0                 -1.0                 -2.0                 -2.0                 -2.0                
-2.0                 -2.0                 -2.0                 -2.0                 -2.0                
-2.0                 -2.0                 -2.0                 -2.0                 -2.0                
-2.0                 -2.0                 -2.0                 -2.0                 -2.0                
-2.0                 -1.0                 -2.0                 -2.0                 -2.0                
-2.0                 -1.0                 -2.0                 -2.0                 -2.0                
-2.0                 -1.0                 -1.0                 -2.0                 -2.0                
-2.0                 -2.0                 -1.0                 -2.0                 -2.0                
-2.0                 -2.0                 -1.0                 -2.0                 -2.0                
-2.0                 -2.0                 -1.0                 -2.0                 -1.0                
-2.0                 -2.0                 -1.0                 -2.0                 -2.0                
-2.0                 -2.0                 -1.0                 -2.0                 -2.0                
-2.0                 -2.0                 -1.0                 -2.0                 -2.0                
-2.0                 -2.0                 -1.0                 -2.0                 -2.0                
-2.0                 -2.0                 -2.0                 -2.0                 -2.0                
-2.0                 -2.0                 -2.0                 -2.0                 -2.0                
-2.0                 -2.0                 -2.0                 -2.0                 -2.0                
-2.0                 -2.0                 -2.0                 -2.0                 -2.0                
-2.0                 -2.0                 -2.0                 -2.0                 -2.0                
-2.0                 -2.0                 -2.0                 -2.0                 -2.0                
-2.0                 -2.0                 -2.0                 -2.0                 -2.0                
-2.0                 -2.0                 -2.0                 -1.0                 -1.0                
-2.0                 -2.0                 -2.0                 -1.0                 -1.0                
-2.0                 -2.0                 -2.0                 -1.0                 -1.0                
-2.0                 -2.0                 -2.0                 -1.0                 -1.0                
-2.0                 -2.0                 -2.0                 -1.0                 -1.0                
-1.0                 -2.0                 -2.0                 -1.0                 -1.0                
-1.0                 -2.0                 -2.0                 -1.0                 -1.0                
-1.0                 -2.0                 -1.0                 -1.0                 -1.0                
-1.0                 -2.0                 -1.0                 -1.0                 -1.0                
-1.0                 -2.0                 -1.0                 -1.0                 -1.0                
-1.0                 -2.0                 -1.0                 -1.0                 -1.0                
-1.0                 -2.0                 -1.0                 -1.0                 -1.0                
-1.0                 -2.0                 -1.0                 -1.0                 -1.0                
-1.0                 -2.0                 -1.0                 -1.0                 -1.0                
-1.0                 -1.0                 -1.0                 -1.0                 -1.0                
-1.0                 -1.0                 -2.0                 -1.0                 -2.0                
-1.0                 -1.0                 -2.0                 -1.0                 -2.0                
-1.0                 -1.0                 -2.0                 -1.0                 -2.0                
-2.0                 -1.0                 -2.0                 -1.0                 -2.0                
-2.0                 -1.0                 -2.0                 -1.0                 -2.0                
-2.0                 -1.0                 -2.0                 -1.0                 -2.0                
-2.0                 -1.0                 -2.0                 -1.0                 -2.0                
-1.0                 -1.0                 -2.0                 -1.0                 -2.0                
-1.0                 -2.0                 -2.0                 -2.0                 -2.0                
-1.0                 -2.0                 -2.0                 -2.0                 -2.0                
-1.0                 -2.0                 -2.0                 -2.0                 -2.0                
-1.0                 -2.0                 -2.0                 -2.0                 -2.0                
-1.0                 -2.0                 -2.0                 -2.0                 -2.0                
-1.0                 -2.0                 -1.0                 -2.0                 -2.0                
-1.0                 -2.0                 -1.0                 -2.0                 -2.0                
-1.0                 -2.0                 -1.0                 -2.0                 -2.0                
-1.0                 -2.0                 -2.0                 -1.0                 -2.0                
-1.0                 -2.0                 -2.0                 -1.0                 -2.0                
-1.0                 -1.0                 -2.0                 -1.0                 -2.0                
-1.0                 -1.0                 -2.0                 -1.0                 -2.0                
-2.0                 -1.0                 -1.0                 -1.0                 -2.0                
-1.0                 -1.0                 -1.0                 -1.0                 -1.0                
-1.0                 -1.0                 -1.0                 -1.0                 -1.0                
-1.0                 -1.0                 -1.0                 -1.0                 -1.0                
-1.0                 -1.0                 -1.0                 -1.0                 -1.0                
-2.0                 -1.0                 -2.0                 -1.0                 -1.0                
-2.0                 -1.0                 -2.0                 -1.0                 -1.0                
-2.0                 -1.0                 -2.0                 -1.0                 -1.0                
-2.0                 -1.0                 -2.0                 -1.0                 -2.0                
-2.0                 -1.0                 -2.0                 -1.0                 -2.0                
-2.0                 -1.0                 -2.0                 -1.0                 -2.0                
-2.0                 -1.0                 -2.0                 -1.0                 -2.0                
-2.0                 -1.0                 -2.0                 -1.0                 -2.0                
-2.0                 -1.0                 -2.0                 -1.0                 -2.0                
-2.0                 -1.0                 -2.0                 -1.0                 -2.0                
-2.0                 -1.0                 -2.0                 -1.0                 -2.0                
-2.0                 -1.0                 -2.0                 -1.0                 -2.0                
-2.0                 -1.0                 -2.0                 -1.0                 -2.0                
-2.0                 -1.0                 -2.0                 -1.0                 -2.0                
-2.0                 -1.0                 -2.0                 -1.0                 -2.0                
-2.0                 -1.0                 -2.0                 -1.0                 -2.0                
-2.0                 -1.0                 -2.0                 -1.0                 -2.0                
-2.0                 -1.0                 -2.0                 -1.0                 -2.0                
-2.0                 -1.0                 -2.0                 -1.0                 -2.0                
-2.0                 -2.0                 -2.0                 -1.0                 -2.0                
-2.0                 -2.0                 -2.0                 -1.0                 -2.0                
-2.0                 -1.0                 -2.0                 -1.0                 -2.0                
-2.0                 -1.0                 -2.0                 -2.0                 -2.0                
-2.0                 -1.0                 -2.0                 -2.0                 -1.0                
-2.0                 -1.0                 -2.0                 -2.0                 -1.0                
-2.0                 -1.0                 -2.0                 -2.0                 -1.0                
-2.0                 -1.0                 -2.0                 -2.0                 -1.0                
-2.0                 -1.0                 -2.0                 -2.0                 -1.0                
-2.0                 -1.0                 -2.0                 -2.0                 -1.0                
-2.0                 -1.0                 -2.0                 -2.0                 -1.0                
-2.0                 -1.0                 -2.0                 -2.0                 -1.0                
-2.0                 -1.0                 -2.0                 -2.0                 -1.0                
-2.0                 -1.0                 -2.0                 -2.0                 -1.0                
-2.0                 -1.0                 -2.0                 -2.0                 -1.0                
-2.0                 -1.0                 -2.0                 -2.0                 -1.0                
-2.0                 -1.0                 -1.0                 -1.0                 -1.0                
-2.0                 -1.0                 -1.0                 -1.0                 -1.0                
-2.0                 -1.0                 -1.0                 -1.0                 -1.0                
-2.0                 -1.0                 -1.0                 -1.0                 -1.0                
-2.0                 -1.0                 -1.0                 -1.0                 -1.0                
-2.0                 -1.0                 -1.0                 -1.0                 -1.0                
-2.0                 -1.0                 -1.0                 -1.0                 -1.0                
-1.0                 -1.0                 -1.0                 -2.0                 -2.0                
-2.0                 -2.0                 -1.0                 -2.0                 -2.0                
-2.0                 -2.0                 -1.0                 -2.0                 -2.0                
-2.0                 -2.0                 -1.0                 -2.0                 -2.0                
-2.0                 -2.0                 -1.0                 -2.0                 -1.0                
-2.0                 -2.0                 -1.0                 -2.0                 -1.0                
-2.0                 -2.0                 -1.0                 -2.0                 -1.0                
-2.0                 -2.0                 -1.0                 -2.0                 -1.0                
-2.0                 -2.0                 -1.0                 -2.0                 -2.0                
-2.0                 -2.0                 -1.0                 -1.0                 -2.0                
-2.0                 -2.0                 -1.0                 -1.0                 -2.0                
-1.0                 -2.0                 -1.0                 -2.0                 -1.0                
-1.0                 -1.0                 -2.0                 -2.0                 -2.0                
-1.0                 -1.0                 -2.0                 -2.0                 -1.0                
-1.0                 -2.0                 -2.0                 -2.0                 -1.0                
-1.0                 -2.0                 -2.0                 -2.0                 -1.0                
-1.0                 -2.0                 -2.0                 -2.0                 -1.0                
-1.0                 -2.0                 -2.0                 -2.0                 -1.0                
-1.0                 -2.0                 -2.0                 -2.0                 -2.0                
-1.0                 -2.0                 -2.0                 -2.0                 -2.0                
-1.0                 -2.0                 -2.0                 -2.0                 -1.0                
-1.0                 -2.0                 -2.0                 -2.0                 -2.0                
-2.0                 -2.0                 -2.0                 -2.0                 -2.0                
-1.0                 -2.0                 -2.0                 -2.0                 -2.0                
-1.0                 -2.0                 -2.0                 -2.0                 -2.0                
-1.0                 -2.0                 -2.0                 -2.0                 -2.0                
-1.0                 -2.0                 -2.0                 -2.0                 -2.0                
-1.0                 -2.0                 -2.0                 -2.0                 -2.0                
-1.0                 -2.0                 -2.0                 -2.0                 -2.0                
-2.0                 -1.0                 -2.0                 -1.0                 -2.0                
-2.0                 -1.0                 -1.0                 -1.0                 -2.0                
-2.0                 -1.0                 -2.0                 -2.0                 -1.0                
-2.0                 -1.0                 -2.0                 -2.0                 -1.0                
-2.0                 -1.0                 -2.0                 -1.0                 -1.0                
-2.0                 -1.0                 -2.0                 -1.0                 -2.0                
-2.0                 -1.0                 -2.0                 -1.0                 -2.0                
-2.0                 -2.0                 -2.0                 -1.0                 -1.0                
-2.0                 -2.0                 -2.0                 -1.0                 -1.0                
-2.0                 -2.0                 -2.0                 -2.0                 -2.0                
-1.0                 -2.0                 -2.0                 -2.0                 -1.0                
-2.0                 -2.0                 -2.0                 -2.0                 -2.0                
-2.0                 -2.0                 -2.0                 -2.0                 -1.0                
-2.0                 -2.0                 -2.0                 -2.0                 -1.0                
-2.0                 -2.0                 -2.0                 -2.0                 -1.0                
-2.0                 -2.0                 -2.0                 -2.0                 -1.0                
-2.0                 -2.0                 -2.0                 -2.0                 -1.0                
-2.0                 -2.0                 -2.0                 -2.0                 -1.0                
-2.0                 -2.0                 -2.0                 -2.0                 -1.0                
-2.0                 -2.0                 -2.0                 -2.0                 -1.0                
-2.0                 -2.0                 -2.0                 -2.0                 -1.0                
-2.0                 -2.0                 -1.0                 -2.0                 -1.0                
-2.0                 -2.0                 -1.0                 -2.0                 -1.0                
-2.0                 -2.0                 -1.0                 -2.0                 -1.0                
-2.0                 -2.0                 -1.0                 -2.0                 -1.0                
-2.0                 -2.0                 -1.0                 -2.0                 -1.0                
-2.0                 -1.0                 -2.0                 -2.0                 -1.0                
-1.0                 -1.0                 -2.0                 -2.0                 -1.0                
-2.0                 -2.0                 -1.0                 -2.0                 -1.0                
-2.0                 -2.0                 -1.0                 -2.0                 -1.0                
-2.0                 -2.0                 -1.0                 -2.0                 -1.0                
-2.0                 -2.0                 -1.0                 -2.0                 -2.0                
-2.0                 -2.0                 -1.0                 -2.0                 -1.0                
-2.0                 -2.0                 -1.0                 -2.0                 -1.0                
-2.0                 -2.0                 -1.0                 -2.0                 -1.0                
-2.0                 -2.0                 -1.0                 -2.0                 -2.0                
-2.0                 -2.0                 -1.0                 -2.0                 -2.0                
-1.0                 -2.0                 -1.0                 -2.0                 -2.0                
-2.0                 -2.0                 -1.0                 -1.0                 -1.0                
-2.0                 -2.0                 -1.0                 -1.0                 -1.0                
-2.0                 -2.0                 -1.0                 -1.0                 -1.0                
-2.0                 -2.0                 -1.0                 -1.0                 -2.0                
-2.0                 -2.0                 -1.0                 -1.0                 -2.0                
-2.0                 -2.0                 -1.0                 -1.0                 -2.0                
-2.0                 -2.0                 -1.0                 -1.0                 -1.0                
-2.0                 -2.0                 -1.0                 -1.0                 -2.0                
-2.0                 -2.0                 -1.0                 -1.0                 -2.0                
-1.0                 -2.0                 -1.0                 -2.0                 -1.0                
-1.0                 -2.0                 -1.0                 -2.0                 -1.0                
-1.0                 -2.0                 -1.0                 -2.0                 -1.0                
-1.0                 -2.0                 -1.0                 -2.0                 -1.0                
-1.0                 -2.0                 -1.0                 -2.0                 -1.0                
-2.0                 -2.0                 -1.0                 -2.0                 -2.0                
-2.0                 -2.0                 -1.0                 -2.0                 -2.0                
-2.0                 -2.0                 -1.0                 -2.0                 -2.0                
-2.0                 -2.0                 -1.0                 -2.0                 -1.0                
-2.0                 -2.0                 -1.0                 -2.0                 -1.0                
-2.0                 -2.0                 -1.0                 -2.0                 -1.0                
-1.0                 -1.0                 -2.0                 -2.0                 -2.0                
-1.0                 -1.0                 -2.0                 -1.0                 -2.0                
-1.0                 -1.0                 -2.0                 -1.0                 -1.0                
-1.0                 -1.0                 -2.0                 -1.0                 -2.0                
-1.0                 -1.0                 -2.0                 -2.0                 -1.0                
-1.0                 -2.0                 -1.0                 -2.0                 -1.0                
-1.0                 -2.0                 -1.0                 -2.0                 -2.0                
-1.0                 -1.0                 -2.0                 -1.0                 -1.0                
-1.0                 -1.0                 -2.0                 -1.0                 -1.0                
-1.0                 -1.0                 -2.0                 -1.0                 -2.0                
-1.0                 -1.0                 -2.0                 -1.0                 -2.0                
-1.0                 -1.0                 -2.0                 -1.0                 -1.0                
-2.0                 -1.0                 -2.0                 -1.0                 -1.0                
-2.0                 -1.0                 -2.0                 -2.0                 -1.0                
-2.0                 -1.0                 -2.0                 -2.0                 -1.0                
-1.0                 -1.0                 -2.0                 -2.0                 -1.0                
-1.0                 -1.0                 -1.0                 -2.0                 -1.0                
-1.0                 -1.0                 -1.0                 -2.0                 -1.0                
-2.0                 -1.0                 -1.0                 -2.0                 -2.0                
-1.0                 -1.0                 -1.0                 -1.0                 -1.0                
-1.0                 -1.0                 -1.0                 -1.0                 -2.0                
-1.0                 -1.0                 -1.0                 -1.0                 -2.0                
-1.0                 -1.0                 -1.0                 -1.0                 -2.0                
-2.0                 -1.0                 -1.0                 -1.0                 -2.0                
-1.0                 -1.0                 -1.0                 -1.0                 -2.0                
-2.0                 -1.0                 -1.0                 -1.0                 -1.0                
-2.0                 -2.0                 -1.0                 -2.0                 -1.0                
-2.0                 -2.0                 -1.0                 -2.0                 -1.0                
-1.0                 -2.0                 -1.0                 -2.0                 -1.0                
-1.0                 -2.0                 -1.0                 -2.0                 -2.0                
-2.0                 -2.0                 -1.0                 -2.0                 -1.0                
-1.0                 -2.0                 -1.0                 -2.0                 -2.0                
-2.0                 -2.0                 -1.0                 -2.0                 -2.0                
-2.0                 -2.0                 -1.0                 -2.0                 -2.0                
-2.0                 -2.0                 -1.0                 -2.0                 -2.0                
-1.0                 -2.0                 -1.0                 -2.0                 -1.0                
-1.0                 -2.0                 -1.0                 -2.0                 -1.0                
-1.0                 -2.0                 -1.0                 -2.0                 -1.0                
-2.0                 -2.0                 -2.0                 -1.0                 -1.0                
-2.0                 -2.0                 -2.0                 -1.0                 -1.0                
-2.0                 -2.0                 -2.0                 -1.0                 -1.0                
-2.0                 -2.0                 -2.0                 -1.0                 -1.0                
-2.0                 -2.0                 -2.0                 -1.0                 -1.0                
-2.0                 -2.0                 -2.0                 -1.0                 -2.0                
-2.0                 -2.0                 -2.0                 -1.0                 -2.0                
-2.0                 -1.0                 -1.0                 -2.0                 -2.0                
-2.0                 -2.0                 -1.0                 -2.0                 -1.0                
-2.0                 -2.0                 -1.0                 -2.0                 -1.0                
-1.0                 -2.0                 -1.0                 -2.0                 -1.0                
-1.0                 -2.0                 -1.0                 -2.0                 -1.0                
-1.0                 -2.0                 -1.0                 -2.0                 -1.0                
-1.0                 -2.0                 -1.0                 -2.0                 -1.0                
-1.0                 -2.0                 -1.0                 -2.0                 -1.0                
-1.0                 -1.0                 -1.0                 -2.0                 -2.0                
-2.0                 -2.0                 -2.0                 -2.0                 -2.0                
-2.0                 -2.0                 -2.0                 -2.0                 -1.0                
-2.0                 -2.0                 -2.0                 -2.0                 -1.0                
-2.0                 -1.0                 -2.0                 -2.0                 -1.0                
